gameid,playerindex,moveid,movetype,cardname
5,0,0,PLAY,East Trading Post
5,1,1,PLAY,Scriptorium
5,2,2,PLAY,Lumber Yard
5,0,3,PLAY,West Trading Post
5,1,4,PLAY,Timber Yard
5,2,5,PLAY,Ore Vein
5,0,6,PLAY,Theater
5,1,7,PLAY,Workshop
5,2,8,PLAY,Baths
5,0,9,PLAY,Marketplace
5,1,10,PLAY,Press
5,2,11,PLAY,Clay Pool
5,0,12,PLAY,Guard Tower
5,1,13,PLAY,Altar
5,2,14,PLAY,Loom
5,0,15,PLAY,Stockade
5,1,16,PLAY,Barracks
5,2,17,PLAY,Apothecary
5,0,18,PLAY,Foundry
5,1,19,PLAY,Laboratory
5,2,20,PLAY,Archery Range
5,0,21,PLAY,Brickyard
5,1,22,PLAY,Temple
5,2,23,PLAY,Aqueduct
5,0,24,PLAY,Glassworks
5,1,25,PLAY,Courthouse
5,2,26,PLAY,Statue
5,0,27,PLAY,Sawmill
5,1,28,PLAY,Loom
5,2,29,PLAY,Stables
5,0,30,PLAY,Forum
5,1,31,PLAY,School
5,2,32,PLAY,Dispensary
5,0,33,PLAY,Press
5,1,34,PLAY,Quarry
5,2,35,PLAY,Vineyard
5,0,36,PLAY,Study
5,1,37,UPGRADE_WONDER,Lighthouse
5,2,38,UPGRADE_WONDER,Academy
5,0,39,PLAY,Magistrates Guild
5,1,40,UPGRADE_WONDER,Siege Workshop
5,2,41,UPGRADE_WONDER,Traders Guild
5,0,42,PLAY,Arsenal
5,1,43,UPGRADE_WONDER,Town Hall
5,2,44,UPGRADE_WONDER,Haven
5,0,45,PLAY,Fortifications
5,1,46,PLAY,Senate
5,2,47,PLAY,Gardens
5,0,48,PLAY,Lodge
5,1,49,PLAY,Scientists Guild
5,2,50,PLAY,Pantheon
5,0,51,PLAY,Shipowners Guild
5,1,52,PLAY,Builders Guild
5,2,53,PLAY,Arena
224,0,0,PLAY,Timber Yard
224,1,1,PLAY,Clay Pit
224,2,2,PLAY,Clay Pool
224,0,3,PLAY,Lumber Yard
224,1,4,UPGRADE_WONDER,East Trading Post
224,2,5,PLAY,Theater
224,0,6,PLAY,Loom
224,1,7,PLAY,Baths
224,2,8,PLAY,Altar
224,0,9,PLAY,West Trading Post
224,1,10,PLAY,Marketplace
224,2,11,PLAY,Apothecary
224,0,12,PLAY,Guard Tower
224,1,13,PLAY,Press
224,2,14,PLAY,Scriptorium
224,0,15,UPGRADE_WONDER,Stone Pit
224,1,16,PLAY,Barracks
224,2,17,PLAY,Workshop
224,0,18,PLAY,Stables
224,1,19,PLAY,Laboratory
224,2,20,PLAY,Archery Range
224,0,21,PLAY,Brickyard
224,1,22,PLAY,Loom
224,2,23,UPGRADE_WONDER,Walls
224,0,24,PLAY,Vineyard
224,1,25,PLAY,Courthouse
224,2,26,PLAY,Statue
224,0,27,UPGRADE_WONDER,Foundry
224,1,28,PLAY,Glassworks
224,2,29,PLAY,Press
224,0,30,PLAY,Aqueduct
224,1,31,DISCARD,Sawmill
224,2,32,PLAY,Temple
224,0,33,PLAY,Forum
224,1,34,PLAY,School
224,2,35,PLAY,Library
224,0,36,PLAY,Arena
224,1,37,PLAY,Academy
224,2,38,PLAY,Pantheon
224,0,39,PLAY,Lodge
224,1,40,PLAY,Siege Workshop
224,2,41,DISCARD,Fortifications
224,0,42,PLAY,Magistrates Guild
224,1,43,PLAY,Arsenal
224,2,44,PLAY,Gardens
224,0,45,PLAY,Town Hall
224,1,46,PLAY,Study
224,2,47,PLAY,University
224,0,48,PLAY,Senate
224,1,49,PLAY,Palace
224,2,50,DISCARD,Philosophers Guild
224,0,51,PLAY,Shipowners Guild
224,1,52,PLAY,Lighthouse
224,2,53,DISCARD,Workers Guild
333,0,0,PLAY,Clay Pit
333,1,1,PLAY,Stone Pit
333,2,2,PLAY,Theater
333,0,3,PLAY,Glassworks
333,1,4,PLAY,Marketplace
333,2,5,PLAY,Baths
333,0,6,PLAY,Timber Yard
333,1,7,PLAY,Workshop
333,2,8,PLAY,Clay Pool
333,0,9,PLAY,East Trading Post
333,1,10,PLAY,Altar
333,2,11,PLAY,Press
333,0,12,PLAY,Loom
333,1,13,PLAY,West Trading Post
333,2,14,PLAY,Ore Vein
333,0,15,PLAY,Barracks
333,1,16,PLAY,Apothecary
333,2,17,PLAY,Scriptorium
333,0,18,UPGRADE_WONDER,Temple
333,1,19,PLAY,Stables
333,2,20,PLAY,Statue
333,0,21,PLAY,Laboratory
333,1,22,PLAY,Quarry
333,2,23,PLAY,Courthouse
333,0,24,DISCARD,Caravansery
333,1,25,PLAY,Walls
333,2,26,UPGRADE_WONDER,Brickyard
333,0,27,PLAY,Library
333,1,28,PLAY,Archery Range
333,2,29,PLAY,Dispensary
333,0,30,DISCARD,Sawmill
333,1,31,PLAY,Aqueduct
333,2,32,PLAY,School
333,0,33,PLAY,Foundry
333,1,34,PLAY,Glassworks
333,2,35,PLAY,Loom
333,0,36,PLAY,Lighthouse
333,1,37,PLAY,Fortifications
333,2,38,PLAY,Academy
333,0,39,PLAY,Palace
333,1,40,PLAY,Strategists Guild
333,2,41,PLAY,Gardens
333,0,42,PLAY,Craftsmens Guild
333,1,43,PLAY,Town Hall
333,2,44,PLAY,Pantheon
333,0,45,PLAY,Observatory
333,1,46,DISCARD,Study
333,2,47,PLAY,Arena
333,0,48,PLAY,Haven
333,1,49,DISCARD,Arsenal
333,2,50,UPGRADE_WONDER,Workers Guild
333,0,51,PLAY,University
333,1,52,DISCARD,Senate
333,2,53,PLAY,Philosophers Guild
234,0,0,PLAY,Theater
234,1,1,PLAY,Lumber Yard
234,2,2,PLAY,Altar
234,0,3,PLAY,Ore Vein
234,1,4,PLAY,Workshop
234,2,5,PLAY,Loom
234,0,6,PLAY,West Trading Post
234,1,7,PLAY,East Trading Post
234,2,8,PLAY,Clay Pit
234,0,9,PLAY,Press
234,1,10,PLAY,Stone Pit
234,2,11,PLAY,Scriptorium
234,0,12,PLAY,Guard Tower
234,1,13,PLAY,Glassworks
234,2,14,PLAY,Baths
234,0,15,DISCARD,Marketplace
234,1,16,PLAY,Apothecary
234,2,17,PLAY,Barracks
234,0,18,PLAY,Forum
234,1,19,PLAY,Sawmill
234,2,20,PLAY,Glassworks
234,0,21,PLAY,Archery Range
234,1,22,PLAY,Dispensary
234,2,23,PLAY,Courthouse
234,0,24,DISCARD,School
234,1,25,PLAY,Stables
234,2,26,PLAY,Temple
234,0,27,PLAY,Statue
234,1,28,PLAY,Brickyard
234,2,29,PLAY,Vineyard
234,0,30,PLAY,Laboratory
234,1,31,PLAY,Press
234,2,32,PLAY,Aqueduct
234,0,33,DISCARD,Library
234,1,34,PLAY,Foundry
234,2,35,PLAY,Quarry
234,0,36,PLAY,Workers Guild
234,1,37,UPGRADE_WONDER,Study
234,2,38,UPGRADE_WONDER,Academy
234,0,39,PLAY,Gardens
234,1,40,PLAY,Fortifications
234,2,41,UPGRADE_WONDER,Spies Guild
234,0,42,PLAY,Observatory
234,1,43,PLAY,Arsenal
234,2,44,UPGRADE_WONDER,Palace
234,0,45,DISCARD,Pantheon
234,1,46,PLAY,Siege Workshop
234,2,47,PLAY,Senate
234,0,48,PLAY,Town Hall
234,1,49,UPGRADE_WONDER,Craftsmens Guild
234,2,50,PLAY,Shipowners Guild
234,0,51,PLAY,Haven
234,1,52,PLAY,University
234,2,53,PLAY,Magistrates Guild
6,0,0,PLAY,Timber Yard
6,1,1,PLAY,Theater
6,2,2,PLAY,Clay Pool
6,0,3,PLAY,Glassworks
6,1,4,PLAY,Clay Pit
6,2,5,PLAY,Altar
6,0,6,PLAY,West Trading Post
6,1,7,PLAY,Loom
6,2,8,PLAY,Baths
6,0,9,UPGRADE_WONDER,Lumber Yard
6,1,10,PLAY,Ore Vein
6,2,11,PLAY,Apothecary
6,0,12,PLAY,Stockade
6,1,13,PLAY,Workshop
6,2,14,PLAY,Marketplace
6,0,15,PLAY,Press
6,1,16,PLAY,Guard Tower
6,2,17,PLAY,Barracks
6,0,18,PLAY,Quarry
6,1,19,PLAY,Stables
6,2,20,PLAY,Dispensary
6,0,21,PLAY,Vineyard
6,1,22,PLAY,Sawmill
6,2,23,PLAY,Temple
6,0,24,PLAY,School
6,1,25,UPGRADE_WONDER,Glassworks
6,2,26,PLAY,Aqueduct
6,0,27,PLAY,Brickyard
6,1,28,PLAY,Archery Range
6,2,29,PLAY,Press
6,0,30,PLAY,Courthouse
6,1,31,PLAY,Statue
6,2,32,PLAY,Caravansery
6,0,33,PLAY,Forum
6,1,34,PLAY,Laboratory
6,2,35,PLAY,Loom
6,0,36,PLAY,Pantheon
6,1,37,PLAY,Fortifications
6,2,38,PLAY,Study
6,0,39,PLAY,Scientists Guild
6,1,40,PLAY,Senate
6,2,41,PLAY,Arena
6,0,42,PLAY,Spies Guild
6,1,43,PLAY,Siege Workshop
6,2,44,PLAY,Lighthouse
6,0,45,PLAY,Haven
6,1,46,PLAY,Arsenal
6,2,47,PLAY,Shipowners Guild
6,0,48,PLAY,University
6,1,49,UPGRADE_WONDER,Builders Guild
6,2,50,DISCARD,Palace
6,0,51,PLAY,Observatory
6,1,52,PLAY,Town Hall
6,2,53,PLAY,Gardens
217,0,0,PLAY,West Trading Post
217,1,1,PLAY,Timber Yard
217,2,2,PLAY,Ore Vein
217,0,3,DISCARD,Glassworks
217,1,4,PLAY,Lumber Yard
217,2,5,PLAY,Scriptorium
217,0,6,DISCARD,Loom
217,1,7,UPGRADE_WONDER,Clay Pool
217,2,8,PLAY,Altar
217,0,9,DISCARD,Workshop
217,1,10,UPGRADE_WONDER,Apothecary
217,2,11,UPGRADE_WONDER,Guard Tower
217,0,12,PLAY,Clay Pit
217,1,13,PLAY,Baths
217,2,14,PLAY,Press
217,0,15,PLAY,Stone Pit
217,1,16,UPGRADE_WONDER,Marketplace
217,2,17,PLAY,Theater
217,0,18,PLAY,Stables
217,1,19,PLAY,Vineyard
217,2,20,PLAY,Temple
217,0,21,PLAY,Caravansery
217,1,22,PLAY,Quarry
217,2,23,PLAY,Courthouse
217,0,24,UPGRADE_WONDER,Foundry
217,1,25,PLAY,Walls
217,2,26,PLAY,Brickyard
217,0,27,UPGRADE_WONDER,Sawmill
217,1,28,PLAY,Glassworks
217,2,29,PLAY,Statue
217,0,30,PLAY,Aqueduct
217,1,31,PLAY,School
217,2,32,PLAY,Dispensary
217,0,33,PLAY,Forum
217,1,34,PLAY,Archery Range
217,2,35,PLAY,Library
217,0,36,PLAY,Town Hall
217,1,37,PLAY,Siege Workshop
217,2,38,PLAY,Senate
217,0,39,PLAY,Magistrates Guild
217,1,40,PLAY,Fortifications
217,2,41,PLAY,Pantheon
217,0,42,PLAY,Palace
217,1,43,PLAY,Craftsmens Guild
217,2,44,PLAY,Arena
217,0,45,PLAY,Builders Guild
217,1,46,PLAY,Academy
217,2,47,PLAY,Gardens
217,0,48,PLAY,Haven
217,1,49,PLAY,Study
217,2,50,PLAY,University
217,0,51,PLAY,Traders Guild
217,1,52,DISCARD,Arsenal
217,2,53,PLAY,Lighthouse
194,0,0,PLAY,Theater
194,1,1,PLAY,Clay Pool
194,2,2,PLAY,Baths
194,0,3,PLAY,Altar
194,1,4,PLAY,Workshop
194,2,5,PLAY,Lumber Yard
194,0,6,PLAY,Ore Vein
194,1,7,PLAY,Stone Pit
194,2,8,PLAY,Timber Yard
194,0,9,UPGRADE_WONDER,Glassworks
194,1,10,PLAY,West Trading Post
194,2,11,PLAY,Loom
194,0,12,PLAY,Guard Tower
194,1,13,PLAY,East Trading Post
194,2,14,PLAY,Apothecary
194,0,15,PLAY,Barracks
194,1,16,PLAY,Stockade
194,2,17,PLAY,Marketplace
194,0,18,PLAY,Statue
194,1,19,PLAY,Stables
194,2,20,PLAY,Foundry
194,0,21,PLAY,Quarry
194,1,22,PLAY,Walls
194,2,23,PLAY,Archery Range
194,0,24,PLAY,Temple
194,1,25,DISCARD,Dispensary
194,2,26,PLAY,Aqueduct
194,0,27,PLAY,Glassworks
194,1,28,PLAY,Library
194,2,29,PLAY,Sawmill
194,0,30,DISCARD,Brickyard
194,1,31,PLAY,Forum
194,2,32,PLAY,Vineyard
194,0,33,UPGRADE_WONDER,Loom
194,1,34,DISCARD,School
194,2,35,PLAY,Press
194,0,36,DISCARD,Haven
194,1,37,PLAY,Fortifications
194,2,38,UPGRADE_WONDER,Magistrates Guild
194,0,39,PLAY,Pantheon
194,1,40,PLAY,Senate
194,2,41,UPGRADE_WONDER,Craftsmens Guild
194,0,42,PLAY,Strategists Guild
194,1,43,PLAY,Arsenal
194,2,44,PLAY,Palace
194,0,45,PLAY,Town Hall
194,1,46,PLAY,Lighthouse
194,2,47,PLAY,Shipowners Guild
194,0,48,UPGRADE_WONDER,Lodge
194,1,49,PLAY,University
194,2,50,PLAY,Traders Guild
194,0,51,PLAY,Arena
194,1,52,PLAY,Study
194,2,53,DISCARD,Siege Workshop
235,0,0,PLAY,Clay Pool
235,1,1,PLAY,Ore Vein
235,2,2,PLAY,Clay Pit
235,0,3,PLAY,Barracks
235,1,4,PLAY,Lumber Yard
235,2,5,PLAY,Baths
235,0,6,DISCARD,East Trading Post
235,1,7,PLAY,Stockade
235,2,8,PLAY,Altar
235,0,9,PLAY,Scriptorium
235,1,10,PLAY,Stone Pit
235,2,11,PLAY,Theater
235,0,12,UPGRADE_WONDER,Workshop
235,1,13,PLAY,Marketplace
235,2,14,PLAY,Guard Tower
235,0,15,DISCARD,Timber Yard
235,1,16,PLAY,Glassworks
235,2,17,PLAY,Press
235,0,18,PLAY,Sawmill
235,1,19,PLAY,Brickyard
235,2,20,PLAY,Stables
235,0,21,PLAY,Laboratory
235,1,22,PLAY,Archery Range
235,2,23,DISCARD,Press
235,0,24,PLAY,School
235,1,25,UPGRADE_WONDER,Vineyard
235,2,26,PLAY,Temple
235,0,27,DISCARD,Dispensary
235,1,28,PLAY,Caravansery
235,2,29,UPGRADE_WONDER,Loom
235,0,30,PLAY,Statue
235,1,31,UPGRADE_WONDER,Glassworks
235,2,32,PLAY,Foundry
235,0,33,PLAY,Courthouse
235,1,34,UPGRADE_WONDER,Quarry
235,2,35,PLAY,Aqueduct
235,0,36,PLAY,Academy
235,1,37,PLAY,Town Hall
235,2,38,PLAY,Fortifications
235,0,39,PLAY,Gardens
235,1,40,PLAY,Siege Workshop
235,2,41,DISCARD,Senate
235,0,42,PLAY,Scientists Guild
235,1,43,PLAY,University
235,2,44,UPGRADE_WONDER,Haven
235,0,45,PLAY,Observatory
235,1,46,PLAY,Arena
235,2,47,UPGRADE_WONDER,Study
235,0,48,UPGRADE_WONDER,Pantheon
235,1,49,PLAY,Workers Guild
235,2,50,PLAY,Craftsmens Guild
235,0,51,UPGRADE_WONDER,Lighthouse
235,1,52,DISCARD,Lodge
235,2,53,DISCARD,Arsenal
271,0,0,PLAY,Altar
271,1,1,PLAY,Lumber Yard
271,2,2,PLAY,Timber Yard
271,0,3,PLAY,Clay Pool
271,1,4,UPGRADE_WONDER,Guard Tower
271,2,5,PLAY,Stone Pit
271,0,6,PLAY,Ore Vein
271,1,7,PLAY,Theater
271,2,8,PLAY,West Trading Post
271,0,9,DISCARD,Stockade
271,1,10,PLAY,Glassworks
271,2,11,PLAY,Baths
271,0,12,PLAY,Barracks
271,1,13,PLAY,Loom
271,2,14,PLAY,Workshop
271,0,15,UPGRADE_WONDER,Scriptorium
271,1,16,PLAY,Clay Pit
271,2,17,PLAY,East Trading Post
271,0,18,PLAY,Brickyard
271,1,19,PLAY,Statue
271,2,20,UPGRADE_WONDER,Vineyard
271,0,21,PLAY,Courthouse
271,1,22,PLAY,Stables
271,2,23,UPGRADE_WONDER,Library
271,0,24,PLAY,Loom
271,1,25,PLAY,Temple
271,2,26,UPGRADE_WONDER,Laboratory
271,0,27,PLAY,Caravansery
271,1,28,PLAY,Archery Range
271,2,29,PLAY,Dispensary
271,0,30,DISCARD,Glassworks
271,1,31,PLAY,Foundry
271,2,32,PLAY,Quarry
271,0,33,UPGRADE_WONDER,Sawmill
271,1,34,PLAY,School
271,2,35,PLAY,Walls
271,0,36,PLAY,Traders Guild
271,1,37,PLAY,Observatory
271,2,38,PLAY,Pantheon
271,0,39,PLAY,Arena
271,1,40,PLAY,Gardens
271,2,41,PLAY,Fortifications
271,0,42,PLAY,Lighthouse
271,1,43,PLAY,Academy
271,2,44,PLAY,Siege Workshop
271,0,45,PLAY,University
271,1,46,PLAY,Arsenal
271,2,47,PLAY,Senate
271,0,48,PLAY,Workers Guild
271,1,49,DISCARD,Builders Guild
271,2,50,PLAY,Palace
271,0,51,PLAY,Lodge
271,1,52,UPGRADE_WONDER,Town Hall
271,2,53,PLAY,Study
250,0,0,PLAY,West Trading Post
250,1,1,PLAY,Altar
250,2,2,PLAY,Stone Pit
250,0,3,PLAY,Glassworks
250,1,4,PLAY,Baths
250,2,5,PLAY,Lumber Yard
250,0,6,PLAY,Stockade
250,1,7,PLAY,Clay Pool
250,2,8,PLAY,Scriptorium
250,0,9,PLAY,Loom
250,1,10,PLAY,Ore Vein
250,2,11,PLAY,Barracks
250,0,12,PLAY,Press
250,1,13,PLAY,Workshop
250,2,14,PLAY,Guard Tower
250,0,15,PLAY,Timber Yard
250,1,16,PLAY,Theater
250,2,17,PLAY,Marketplace
250,0,18,PLAY,Dispensary
250,1,19,PLAY,Temple
250,2,20,PLAY,Library
250,0,21,PLAY,Quarry
250,1,22,PLAY,Stables
250,2,23,PLAY,Courthouse
250,0,24,DISCARD,Caravansery
250,1,25,PLAY,Archery Range
250,2,26,PLAY,Loom
250,0,27,PLAY,Aqueduct
250,1,28,PLAY,Laboratory
250,2,29,PLAY,Vineyard
250,0,30,PLAY,Foundry
250,1,31,PLAY,Statue
250,2,32,UPGRADE_WONDER,Forum
250,0,33,PLAY,School
250,1,34,PLAY,Sawmill
250,2,35,UPGRADE_WONDER,Brickyard
250,0,36,UPGRADE_WONDER,Senate
250,1,37,PLAY,Pantheon
250,2,38,PLAY,Observatory
250,0,39,PLAY,Town Hall
250,1,40,PLAY,Siege Workshop
250,2,41,PLAY,Arsenal
250,0,42,PLAY,Lodge
250,1,43,PLAY,Fortifications
250,2,44,PLAY,Study
250,0,45,PLAY,Scientists Guild
250,1,46,PLAY,Palace
250,2,47,PLAY,Lighthouse
250,0,48,PLAY,Craftsmens Guild
250,1,49,PLAY,Gardens
250,2,50,UPGRADE_WONDER,Magistrates Guild
250,0,51,PLAY,Arena
250,1,52,DISCARD,Academy
250,2,53,PLAY,Workers Guild
457,0,0,PLAY,Timber Yard
457,1,1,PLAY,Altar
457,2,2,PLAY,Loom
457,0,3,PLAY,East Trading Post
457,1,4,UPGRADE_WONDER,Guard Tower
457,2,5,PLAY,Lumber Yard
457,0,6,PLAY,Clay Pit
457,1,7,PLAY,Ore Vein
457,2,8,PLAY,Scriptorium
457,0,9,PLAY,Workshop
457,1,10,PLAY,West Trading Post
457,2,11,PLAY,Apothecary
457,0,12,PLAY,Stone Pit
457,1,13,PLAY,Press
457,2,14,PLAY,Theater
457,0,15,PLAY,Stockade
457,1,16,PLAY,Baths
457,2,17,PLAY,Glassworks
457,0,18,PLAY,Press
457,1,19,PLAY,Vineyard
457,2,20,PLAY,Stables
457,0,21,PLAY,Temple
457,1,22,PLAY,Quarry
457,2,23,PLAY,Courthouse
457,0,24,PLAY,Library
457,1,25,PLAY,Statue
457,2,26,PLAY,Dispensary
457,0,27,PLAY,Glassworks
457,1,28,PLAY,Walls
457,2,29,UPGRADE_WONDER,Loom
457,0,30,PLAY,Laboratory
457,1,31,PLAY,Aqueduct
457,2,32,PLAY,Sawmill
457,0,33,PLAY,Archery Range
457,1,34,PLAY,School
457,2,35,UPGRADE_WONDER,Brickyard
457,0,36,PLAY,Arsenal
457,1,37,UPGRADE_WONDER,Senate
457,2,38,PLAY,Palace
457,0,39,PLAY,Siege Workshop
457,1,40,UPGRADE_WONDER,Arena
457,2,41,UPGRADE_WONDER,Workers Guild
457,0,42,PLAY,Craftsmens Guild
457,1,43,PLAY,University
457,2,44,PLAY,Town Hall
457,0,45,PLAY,Academy
457,1,46,PLAY,Fortifications
457,2,47,PLAY,Haven
457,0,48,PLAY,Lighthouse
457,1,49,PLAY,Gardens
457,2,50,PLAY,Observatory
457,0,51,PLAY,Pantheon
457,1,52,PLAY,Study
457,2,53,PLAY,Lodge
225,0,0,PLAY,Lumber Yard
225,1,1,PLAY,Timber Yard
225,2,2,PLAY,Altar
225,0,3,PLAY,Ore Vein
225,1,4,PLAY,Baths
225,2,5,PLAY,Theater
225,0,6,PLAY,Stockade
225,1,7,UPGRADE_WONDER,West Trading Post
225,2,8,PLAY,Workshop
225,0,9,PLAY,Press
225,1,10,PLAY,Clay Pool
225,2,11,PLAY,Stone Pit
225,0,12,UPGRADE_WONDER,Apothecary
225,1,13,PLAY,Guard Tower
225,2,14,PLAY,Barracks
225,0,15,DISCARD,Glassworks
225,1,16,PLAY,Loom
225,2,17,PLAY,Marketplace
225,0,18,PLAY,Glassworks
225,1,19,PLAY,Stables
225,2,20,PLAY,Brickyard
225,0,21,PLAY,Dispensary
225,1,22,UPGRADE_WONDER,Press
225,2,23,PLAY,Temple
225,0,24,PLAY,Walls
225,1,25,PLAY,Statue
225,2,26,UPGRADE_WONDER,Archery Range
225,0,27,PLAY,Caravansery
225,1,28,PLAY,Quarry
225,2,29,UPGRADE_WONDER,Sawmill
225,0,30,PLAY,School
225,1,31,PLAY,Library
225,2,32,DISCARD,Aqueduct
225,0,33,PLAY,Foundry
225,1,34,PLAY,Laboratory
225,2,35,UPGRADE_WONDER,Forum
225,0,36,UPGRADE_WONDER,Strategists Guild
225,1,37,PLAY,Arsenal
225,2,38,PLAY,Fortifications
225,0,39,PLAY,Palace
225,1,40,PLAY,Craftsmens Guild
225,2,41,PLAY,Town Hall
225,0,42,PLAY,Haven
225,1,43,PLAY,Gardens
225,2,44,DISCARD,Arena
225,0,45,PLAY,Study
225,1,46,UPGRADE_WONDER,Senate
225,2,47,PLAY,Pantheon
225,0,48,PLAY,Traders Guild
225,1,49,PLAY,University
225,2,50,PLAY,Lodge
225,0,51,PLAY,Academy
225,1,52,PLAY,Workers Guild
225,2,53,DISCARD,Siege Workshop
308,0,0,DISCARD,Press
308,1,1,PLAY,Ore Vein
308,2,2,PLAY,Altar
308,0,3,PLAY,Glassworks
308,1,4,PLAY,Theater
308,2,5,PLAY,Stone Pit
308,0,6,PLAY,Barracks
308,1,7,PLAY,Scriptorium
308,2,8,UPGRADE_WONDER,Loom
308,0,9,UPGRADE_WONDER,Timber Yard
308,1,10,PLAY,Clay Pool
308,2,11,PLAY,Baths
308,0,12,PLAY,Lumber Yard
308,1,13,PLAY,Guard Tower
308,2,14,PLAY,East Trading Post
308,0,15,PLAY,Clay Pit
308,1,16,PLAY,Stockade
308,2,17,PLAY,Marketplace
308,0,18,PLAY,Quarry
308,1,19,PLAY,Statue
308,2,20,PLAY,Dispensary
308,0,21,PLAY,Vineyard
308,1,22,PLAY,Stables
308,2,23,PLAY,Walls
308,0,24,PLAY,Laboratory
308,1,25,PLAY,Courthouse
308,2,26,PLAY,Aqueduct
308,0,27,PLAY,Foundry
308,1,28,PLAY,Press
308,2,29,PLAY,Sawmill
308,0,30,PLAY,Archery Range
308,1,31,PLAY,Loom
308,2,32,PLAY,School
308,0,33,UPGRADE_WONDER,Brickyard
308,1,34,PLAY,Library
308,2,35,UPGRADE_WONDER,Temple
308,0,36,PLAY,Palace
308,1,37,PLAY,Fortifications
308,2,38,PLAY,Senate
308,0,39,PLAY,Town Hall
308,1,40,PLAY,Lodge
308,2,41,UPGRADE_WONDER,Lighthouse
308,0,42,PLAY,Workers Guild
308,1,43,DISCARD,Observatory
308,2,44,PLAY,Academy
308,0,45,PLAY,Magistrates Guild
308,1,46,PLAY,Gardens
308,2,47,DISCARD,Craftsmens Guild
308,0,48,UPGRADE_WONDER,Arsenal
308,1,49,PLAY,Scientists Guild
308,2,50,PLAY,Study
308,0,51,PLAY,Haven
308,1,52,DISCARD,Arena
308,2,53,PLAY,Pantheon
272,0,0,PLAY,Loom
272,1,1,PLAY,Timber Yard
272,2,2,PLAY,Clay Pit
272,0,3,PLAY,Baths
272,1,4,PLAY,Altar
272,2,5,PLAY,Marketplace
272,0,6,PLAY,Press
272,1,7,PLAY,Stone Pit
272,2,8,PLAY,Ore Vein
272,0,9,PLAY,Guard Tower
272,1,10,PLAY,Theater
272,2,11,PLAY,Apothecary
272,0,12,DISCARD,Clay Pool
272,1,13,UPGRADE_WONDER,Lumber Yard
272,2,14,PLAY,Scriptorium
272,0,15,PLAY,Stockade
272,1,16,PLAY,Glassworks
272,2,17,PLAY,Workshop
272,0,18,PLAY,School
272,1,19,PLAY,Stables
272,2,20,PLAY,Archery Range
272,0,21,DISCARD,Aqueduct
272,1,22,PLAY,Brickyard
272,2,23,PLAY,Sawmill
272,0,24,PLAY,Laboratory
272,1,25,PLAY,Dispensary
272,2,26,PLAY,Statue
272,0,27,PLAY,Quarry
272,1,28,PLAY,Walls
272,2,29,UPGRADE_WONDER,Vineyard
272,0,30,PLAY,Caravansery
272,1,31,PLAY,Temple
272,2,32,UPGRADE_WONDER,Foundry
272,0,33,DISCARD,Press
272,1,34,PLAY,Library
272,2,35,UPGRADE_WONDER,Forum
272,0,36,PLAY,Philosophers Guild
272,1,37,PLAY,Senate
272,2,38,PLAY,Siege Workshop
272,0,39,PLAY,Arena
272,1,40,PLAY,Gardens
272,2,41,PLAY,Arsenal
272,0,42,PLAY,Study
272,1,43,PLAY,Fortifications
272,2,44,PLAY,Palace
272,0,45,PLAY,Traders Guild
272,1,46,PLAY,Observatory
272,2,47,PLAY,Town Hall
272,0,48,PLAY,Academy
272,1,49,PLAY,Spies Guild
272,2,50,PLAY,Pantheon
272,0,51,PLAY,Magistrates Guild
272,1,52,PLAY,Haven
272,2,53,PLAY,Lodge
127,0,0,PLAY,Press
127,1,1,PLAY,Ore Vein
127,2,2,PLAY,Altar
127,0,3,PLAY,Barracks
127,1,4,PLAY,Lumber Yard
127,2,5,PLAY,Timber Yard
127,0,6,PLAY,Loom
127,1,7,PLAY,Workshop
127,2,8,PLAY,Stockade
127,0,9,PLAY,Stone Pit
127,1,10,PLAY,Clay Pit
127,2,11,PLAY,Apothecary
127,0,12,PLAY,Baths
127,1,13,PLAY,Guard Tower
127,2,14,UPGRADE_WONDER,Glassworks
127,0,15,PLAY,East Trading Post
127,1,16,PLAY,Scriptorium
127,2,17,PLAY,Theater
127,0,18,PLAY,Statue
127,1,19,PLAY,Stables
127,2,20,PLAY,Temple
127,0,21,PLAY,Vineyard
127,1,22,PLAY,Brickyard
127,2,23,DISCARD,Sawmill
127,0,24,PLAY,Courthouse
127,1,25,PLAY,Archery Range
127,2,26,PLAY,Dispensary
127,0,27,PLAY,Quarry
127,1,28,PLAY,Library
127,2,29,PLAY,Caravansery
127,0,30,UPGRADE_WONDER,Laboratory
127,1,31,UPGRADE_WONDER,Press
127,2,32,PLAY,Foundry
127,0,33,PLAY,School
127,1,34,PLAY,Glassworks
127,2,35,UPGRADE_WONDER,Forum
127,0,36,PLAY,Gardens
127,1,37,PLAY,University
127,2,38,PLAY,Fortifications
127,0,39,PLAY,Lighthouse
127,1,40,UPGRADE_WONDER,Siege Workshop
127,2,41,PLAY,Senate
127,0,42,PLAY,Arsenal
127,1,43,UPGRADE_WONDER,Builders Guild
127,2,44,PLAY,Palace
127,0,45,UPGRADE_WONDER,Lodge
127,1,46,PLAY,Philosophers Guild
127,2,47,UPGRADE_WONDER,Observatory
127,0,48,PLAY,Arena
127,1,49,PLAY,Pantheon
127,2,50,PLAY,Town Hall
127,0,51,PLAY,Study
127,1,52,PLAY,Spies Guild
127,2,53,PLAY,Shipowners Guild
